"","score","text"
"349",-2,"Ì†æÌ¥û hopefully no one died Ì†æÌ¥ûÌ†ΩÌ∫® #fail #lol #memes #fitness #weightlifting #meme #powerlifting‚Ä¶ https://t.co/Pv9exT1nrp"
"350",0,"#Blacksteelgym 
#squat #benchpress #deadlift 
#powerlifting #weightlifting #fitness #Strength‚Ä¶ https://t.co/IoXSiHfi6S"
"351",0,"RT @intpowerlifters: Only $49! Join Today! https://t.co/IPKg4vwgvx #powerlifting #powerlifter #bodybuilding #bodybuilder #weightlifting #we‚Ä¶"
"352",0,"Me: explaining to my mom what Powerlifting is and showing her a video 

Mom: so...why do people do this again? 

#powerlifting"
"353",0,"Lat Building Extreme see: https://t.co/kJKlxbK5TG #lats #musclebuilding #weightlifing #bodybuilding #workout‚Ä¶ https://t.co/Xk9v43Z22A"
"354",0,"Sumo deads and goblet squats. #metcon #crossfit #olympiclifting #powerlifting #legday #lifting‚Ä¶ https://t.co/0oW8LWHEvS"
"355",0,"Ì†ΩÌ¥¥Nuevo comienzo de la progresion en Squat  3√ó3√ó140kg 8

 #16YEARS #powerlifting #squat‚Ä¶ https://t.co/VNzj422a7J"
"356",0,"#PowerLifting @ Centro Historico de Guadalajara https://t.co/3e9zrhjFA5"
"357",0,"#repost @bella_sm_fitness thanks for rockin' the Nation
-
-
-
-
-
-
-
#bodybuilding #powerlifting #fitness... https://t.co/QAzdOJSlx1"
"358",-1,"#bodybuilding #powerlifting #weightlifting #trainingday #injury #gymrat #poorexerciseform‚Ä¶ https://t.co/4MOKMQVgPi"
"359",0,"3 sets of 227kg / 500lbs for 2 reps Ì†ºÌ∏µ
(This was the last set)
#powerlifting
#strength
#Deadlift
Actually planned on‚Ä¶ https://t.co/WNRCd0wRqX"
"360",0,"Someone at the gym asked me to compete. I might consider it. Ì†æÌ¥î #thoughts #powerlifting"
"361",0,"#TEAMBBK # TBT1995 #chicity #chicago #motivation #diet #muscles #biceps #FITfAM #powerlifting‚Ä¶ https://t.co/fGpzXwG6AU"
"362",0,"How to Strength Train on a Treadmill #StrengthTraining #powerlifting #deadlift #girlswholift https://t.co/yqVZrdytaU https://t.co/huKalKAnvg"
"363",1,"RT @simon_maybury: 1st working set @130kg
Still doesn't feel great Ì†ΩÌ∏£
#powerlifting #deadlifts
#FunLovinCriminals https://t.co/sTxOHXzbU9"
"364",0,"Study Shows In-Season Strength #StrengthTraining #powerlifting #deadlift #girlswholift https://t.co/l956kS1ly2 https://t.co/4ODjPOwwLO"
"365",0,"#detroitcity #motorcity #gym #powerlifting #pontiac #transam https://t.co/COfGfYWhs0"
"366",0,"#detroitcity #motorcity #gym #powerlifting #pontiac #transam @ Grosse Pointe Woods, Michigan https://t.co/E5IQ4oq1fV"
"367",1,"Happy almost 41st Birthday to me. #adipower #adidas #roguefitness #powerlifting #weightlifting #crossfit #fitover40 https://t.co/VHLV04gc6N"
"368",1,"Proud to represent @Vital4U #vital4u #teamvital4u #fitness #bodybuilding #powerlifting #crossfit #trainhard #beast‚Ä¶ https://t.co/poKWYXdKSZ"
"369",0,"One week, 3 PB's! Only little ones, but they all count they same. #powerlifting #sbd #squat‚Ä¶ https://t.co/bWCDeK8Sfg"
"370",1,"RT @simon_maybury: Not happy with the kg's 2night, but at least I got my 10 sets of triples
#powerlifting #deadlifts #JudgementNightOST htt‚Ä¶"
"371",1,"Not happy with the kg's 2night, but at least I got my 10 sets of triples
#powerlifting #deadlifts #JudgementNightOST https://t.co/vIp90wScSg"
"372",0,"My daughter Ì†ΩÌ∏ä #powerlifting #weightlifting https://t.co/EQmhvQmmf3"
"373",1,"RT @simon_maybury: Deadlift warm ups @100kg
#powerlifting #speed
#Massiveattack https://t.co/Fplxfe69Lk"
"374",0,"#Powerlifting gainz and a little arm pump https://t.co/ovlDXXCvdD"
"375",1,"1st working set @130kg
Still doesn't feel great Ì†ΩÌ∏£
#powerlifting #deadlifts
#FunLovinCriminals https://t.co/sTxOHXzbU9"
"376",0,"Mymarketplace New Blog Post: RAW POWER https://t.co/MB2r3ta5fb #bodybuilding #fatloss #nutrition #powerlifting #Products #Weightlifting"
"377",1,"Deadlift warm ups @100kg
#powerlifting #speed
#Massiveattack https://t.co/Fplxfe69Lk"
"378",0,"My newest article. #bodybuilding #Powerlifting #gymlife
 https://t.co/GhHSvOLOdR"
"379",0,"#PowerLifting #Muscle #Women Word Vomit &amp; What I'm Loving https://t.co/wen4pceBk7"
"380",2,"RT @pbralick: @MikeOHearn great cover article @muscleandfitnes #Inspiration #powerlifting #judo #bodybuilding #entrepreneur and all around‚Ä¶"
"381",0,"Premium quality LGD-4033 tested at 99.49% purity. https://t.co/eBzxiGaGpO #lift #powerlifting #strength #gainz #fitness #workout"
"382",0,"My laundry: 95% gym clothes, 5% everything else.

#bodybuilding #powerlifting #fitness https://t.co/JJYzJxVrQh"
"383",0,"#bettereveryday #bulking #legday #quads #bodybuilding #powerlifting #lovinglife #circleofbosses‚Ä¶ https://t.co/AsdYEoQXSr"
"384",0,"RT @colinwhiteley1: Competed in grip competition at the weekend.  #gripstrength #bodybuilding #weightlifting #powerlifting #Leeds https://t‚Ä¶"
"385",0,"RT @RekoMnd: @jersing RepCount is the app that we use Ì†ΩÌ±å https://t.co/fptSUJzPc7 #app #reko #iphone #powerlifting #fitness #crossfit #apple"
"386",0,"@jersing RepCount is the app that we use Ì†ΩÌ±å https://t.co/fptSUJzPc7 #app #reko #iphone #powerlifting #fitness #crossfit #apple"
"387",0,"Competed in grip competition at the weekend.  #gripstrength #bodybuilding #weightlifting #powerlifting #Leeds https://t.co/0gBwYZKTc8"
"388",0,"Massive Biceps Recipe see: https://t.co/vEJiVB7ZlA #biceps #musclebuilding #weightlifing #bodybuilding #workout‚Ä¶ https://t.co/dpMcFVbX62"
"389",-1,"#watermelon #vine #lol #funny Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏éÌ†ΩÌ±çÌ†ΩÌ≤™Ì†ΩÌ≤ØÌ†ΩÌ≤Ø #motivation #powerlifting Ì†ΩÌ≤™ #gym #gymlife #workout‚Ä¶ https://t.co/MEhev4Fq9q"
